TRAIN,gs://sign_language_dataset2/O/O21_jpg.rf.f1b80c4847c4d4649bf986bfefeb80c7-2021-05-29T14:31:18.225Z.jpg,O,0.3350582,0.5174644,0.69081503,0.5174644,0.69081503,0.79818887,0.3350582,0.79818887
TRAIN,gs://sign_language_dataset2/S/S20_jpg.rf.4c1445e9bcf4cc8670baf77a45acd14c-2021-05-29T15:02:42.445Z.jpg,S,0.39613527,0.41062802,0.8373591,0.41062802,0.8373591,0.76328504,0.39613527,0.76328504
TRAIN,gs://sign_language_dataset2/C/C8_jpg.rf.ff0486d68a896bb9b648d42f6beef136-2021-05-29T13:18:26.966Z.jpg,C,0.10482529,0.16971713,0.7054908,0.16971713,0.7054908,0.82196337,0.10482529,0.82196337
TRAIN,gs://sign_language_dataset2/D/IMG_20210502_152317-2021-05-29T13:26:15.200Z.jpg,D,0.09144543,0.07321131,0.9439528,0.07321131,0.9439528,0.8402662,0.09144543,0.8402662
TRAIN,gs://sign_language_dataset2/Q/IMG_20210502_162415-2021-05-29T14:42:59.942Z.jpg,Q,0.28735632,0.13583441,0.9126437,0.13583441,0.9126437,0.538163,0.28735632,0.538163
TRAIN,gs://sign_language_dataset2/W/W3_jpg.rf.8eaecf72e4d1fa80dac7940cf74b0a03-2021-05-29T15:25:47.911Z.jpg,W,0.29118136,0.3544093,0.78369385,0.3544093,0.78369385,0.81031615,0.29118136,0.81031615
TRAIN,gs://sign_language_dataset2/G/G23_jpg.rf.4841425e843112c0091ee6ab19eeb8cd-2021-05-29T13:47:29.354Z.jpg,G,0.02690583,0.30493274,0.86771303,0.30493274,0.86771303,0.8542601,0.02690583,0.8542601
TRAIN,gs://sign_language_dataset2/R/R23_jpg.rf.90c5db8dcf15ca50ace090a4e1a1cabf-2021-05-29T14:51:11.250Z.jpg,R,0.24625623,0.14642262,0.953411,0.14642262,0.953411,0.9767055,0.24625623,0.9767055
TRAIN,gs://sign_language_dataset2/K/K7_jpg.rf.390eec4dd3547ab21bf095c43c6bc63f-2021-05-29T14:03:18.950Z.jpg,K,0.18469217,0.3560732,0.5823627,0.3560732,0.5823627,0.8402662,0.18469217,0.8402662
TRAIN,gs://sign_language_dataset2/F/F3_jpg.rf.c854e14a7108c9294c226a392026e73b-2021-05-29T13:41:37.696Z.jpg,F,0.18834081,0.10762332,0.73318386,0.10762332,0.73318386,0.8408072,0.18834081,0.8408072
TRAIN,gs://sign_language_dataset2/I/I27_jpg.rf.ec2db890358f17869292a25ab56301b1-2021-05-29T13:58:34.384Z.jpg,I,0.36272877,0.17304492,0.98169714,0.17304492,0.98169714,0.8269551,0.36272877,0.8269551
TRAIN,gs://sign_language_dataset2/N/20210502_191951-2021-05-29T14:25:37.263Z.jpg,N,0.31262136,0.26520053,0.86213595,0.26520053,0.86213595,0.78654593,0.31262136,0.78654593
TRAIN,gs://sign_language_dataset2/K/K16_jpg.rf.654ed1a5caeef48c3e5836adbe6f4023-2021-05-29T14:03:18.950Z.jpg,K,0.13842975,0.24793388,0.6198347,0.24793388,0.6198347,0.85330576,0.13842975,0.85330576
TRAIN,gs://sign_language_dataset2/T/T14_jpg.rf.ccbe1ccadd5a7b8eace3e06c1815c727-2021-05-29T15:07:46.172Z.jpg,T,0.22628951,0.11980033,0.89018303,0.11980033,0.89018303,0.66056573,0.22628951,0.66056573
TRAIN,gs://sign_language_dataset2/K/K3_jpg.rf.544b0d955d1da81bde0a204fd4db9573-2021-05-29T14:03:18.950Z.jpg,K,0.2562396,0.21963394,0.85690516,0.21963394,0.85690516,0.83028287,0.2562396,0.83028287
TRAIN,gs://sign_language_dataset2/N/N15_jpg.rf.b5e243eb7af85a8ad27720bd499ecab8-2021-05-29T14:25:37.264Z.jpg,N,0.17076325,0.25355756,0.62613195,0.25355756,0.62613195,0.694696,0.17076325,0.694696
TRAIN,gs://sign_language_dataset2/I/I12_jpg.rf.4c8263600f0c310868b55e13ee2bb2f8-2021-05-29T13:58:34.384Z.jpg,I,0.25956738,0.2828619,0.9484193,0.2828619,0.9484193,0.86356074,0.25956738,0.86356074
TRAIN,gs://sign_language_dataset2/A/A0_jpg.rf.292a080422ba984985192f413101af41-2021-05-29T12:58:10.401Z.jpg,A,0.17713365,0.29307568,0.8679549,0.29307568,0.8679549,0.7198068,0.17713365,0.7198068
TRAIN,gs://sign_language_dataset2/L/20210502_191753-2021-05-29T14:10:09.184Z.jpg,L,0.19417475,0.12160414,0.9291262,0.12160414,0.9291262,0.97153944,0.19417475,0.97153944
TRAIN,gs://sign_language_dataset2/U/U11_jpg.rf.e711f70267991dec1389168f42a25c49-2021-05-29T15:15:15.692Z.jpg,U,0.39267886,0.3810316,0.7454243,0.3810316,0.7454243,0.843594,0.39267886,0.843594
TRAIN,gs://sign_language_dataset2/D/D11_jpg.rf.1f53ba2b436994ad36b120c820921bdc-2021-05-29T13:26:15.199Z.jpg,D,0.29284525,0.21297836,0.7886855,0.21297836,0.7886855,0.7703827,0.29284525,0.7703827
TRAIN,gs://sign_language_dataset2/E/IMG-7405-2021-05-29T13:37:24.331Z.JPG,E,0.29049295,0.29342723,0.9242958,0.29342723,0.9242958,0.9084507,0.29049295,0.9084507
TRAIN,gs://sign_language_dataset2/F/F18_jpg.rf.b00507954dc206121d607ca80cc70b09-2021-05-29T13:41:37.697Z.jpg,F,0.24215247,0.06726457,0.8632287,0.06726457,0.8632287,0.8789238,0.24215247,0.8789238
TRAIN,gs://sign_language_dataset2/O/IMG-7376-2021-05-29T14:31:18.224Z.JPG,O,0.24843945,0.19633943,0.81273407,0.19633943,0.81273407,0.8702163,0.24843945,0.8702163
TRAIN,gs://sign_language_dataset2/Q/IMG_20210503_211721-2021-05-29T14:42:59.942Z.jpg,Q,0.14271845,0.03622251,0.9009709,0.03622251,0.9009709,0.97412676,0.14271845,0.97412676
TRAIN,gs://sign_language_dataset2/V/V6_jpg.rf.6de159f5c0a51aecaa23d4b8015761a3-2021-05-29T15:21:03.681Z.jpg,V,0.18469217,0.4043261,0.8502496,0.4043261,0.8502496,0.9467554,0.18469217,0.9467554
TRAIN,gs://sign_language_dataset2/F/IMG-7320-2021-05-29T13:41:37.698Z.jpg,F,0.13849765,0.16901408,0.7394366,0.16901408,0.7394366,0.8685446,0.13849765,0.8685446
TRAIN,gs://sign_language_dataset2/C/C16_jpg.rf.8f1a72f117c660c87d1dd4129d41a4b7-2021-05-29T13:18:26.967Z.jpg,C,0.016431924,0.1971831,0.76760566,0.1971831,0.76760566,0.9460094,0.016431924,0.9460094
TRAIN,gs://sign_language_dataset2/R/R3_jpg.rf.724d36a377db414976fd67a568cdb63d-2021-05-29T14:51:11.249Z.jpg,R,0.0765391,0.12978369,0.7903494,0.12978369,0.7903494,0.9850249,0.0765391,0.9850249
TRAIN,gs://sign_language_dataset2/U/U7_jpg.rf.0037faea78f8a89329a93006132921b3-2021-05-29T15:15:15.692Z.jpg,U,0.11480865,0.14475873,0.88685524,0.14475873,0.88685524,0.97836936,0.11480865,0.97836936
TRAIN,gs://sign_language_dataset2/C/C19_jpg.rf.577ce02a223c65e89dc4a4eacd130040-2021-05-29T13:18:26.967Z.jpg,C,0.06655574,0.22462562,0.7004992,0.22462562,0.7004992,0.9301165,0.06655574,0.9301165
TRAIN,gs://sign_language_dataset2/E/E1_jpg.rf.5e4aa7d8bb694ce6e44a2dee30b1128e-2021-05-29T13:37:24.329Z.jpg,E,0.34976527,0.3685446,0.96478873,0.3685446,0.96478873,0.9577465,0.34976527,0.9577465
TRAIN,gs://sign_language_dataset2/C/IMG_20210502_152122-2021-05-29T13:18:26.967Z.jpg,C,0.23893805,0.23960066,0.920354,0.23960066,0.920354,0.60732114,0.23893805,0.60732114
TRAIN,gs://sign_language_dataset2/V/20210502_192545-2021-05-29T15:21:03.680Z.jpg,V,0.16229713,0.2296173,0.9737828,0.2296173,0.9737828,0.9650582,0.16229713,0.9650582
TRAIN,gs://sign_language_dataset2/H/H8_jpg.rf.bb9fc6bc51f759dea012dc6a71262236-2021-05-29T13:54:00.427Z.jpg,H,0.013452915,0.3071749,0.9506726,0.3071749,0.9506726,0.89910316,0.013452915,0.89910316
TRAIN,gs://sign_language_dataset2/V/20210502_192528-2021-05-29T15:21:03.680Z.jpg,V,0.10486891,0.14475873,0.9937578,0.14475873,0.9937578,0.85524124,0.10486891,0.85524124
TRAIN,gs://sign_language_dataset2/L/L24_jpg.rf.4d41dc21185fc2668a72c3f2eb477179-2021-05-29T14:10:09.186Z.jpg,L,0.32988358,0.16041397,0.7723157,0.16041397,0.7723157,0.5692109,0.32988358,0.5692109
TRAIN,gs://sign_language_dataset2/D/D2_jpg.rf.ef68fafadb9c0afc220b4ed677771c12-2021-05-29T13:26:15.199Z.jpg,D,0.1514143,0.008319467,0.8668885,0.008319467,0.8668885,0.93677205,0.1514143,0.93677205
TRAIN,gs://sign_language_dataset2/D/D17_jpg.rf.01932de206fdb15bb6e3fe384fc7e74e-2021-05-29T13:26:15.199Z.jpg,D,0.1264559,0.15640599,0.85690516,0.15640599,0.85690516,0.9484193,0.1264559,0.9484193
TRAIN,gs://sign_language_dataset2/L/L1_jpg.rf.e44e002dbcfce26ca84d1b8c3be4a99f-2021-05-29T14:10:09.185Z.jpg,L,0.37645537,0.17723157,0.91591203,0.17723157,0.91591203,0.6714101,0.37645537,0.6714101
TRAIN,gs://sign_language_dataset2/L/IMG_20210502_161550-2021-05-29T14:10:09.185Z.jpg,L,0.109144546,0.281198,0.74041295,0.281198,0.74041295,0.6705491,0.109144546,0.6705491
